lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;v_1;v_9;v_10;v_11;v_12;v_13;v_14;v_15;v_16;v_17;v_18;v_19;v_20;v_26;v_27;v_28;v_29;v_36;v_37;v_38;v_39;v_40;v_41;v_42;v_43;v_46;v_52;v_53;v_54;v_55;v_56;v_57;v_63;v_64;v_65;v_66;v_67;v_68;v_69;v_70;v_71;v_72;v_73;v_74;v_75;v_76;v_82;v_83;v_84;v_85;v_111;v_117;v_118;v_119;v_120;v_121;v_122;v_124;v_142;v_268;v_0ab75;v_b4933;v_bcfd1;v_272;v_f9027;v_c054d;v_aaa14;v_276;v_277;v_278;v_279;v_280;v_282;v_284;v_285;v_286;v_289;v_290;v_291;v_294;v_295;v_296;v_297;v_299;v_300;v_301;v_302;v_303;v_304;v_305;v_306;v_307;v_308;v_309;v_310;v_311;v_312;v_313;v_314;v_315;v_319;v_320;v_321;v_322;v_323;v_325;v_326;v_327;v_328;v_329;v_330;v_331;v_332;v_177;v_178;v_179;v_186;v_187;v_188;v_189;v_190;v_191;v_197;v_198;v_199;v_200;v_201;v_202;v_203;v_204;v_205;v_206;v_333;v_334;v_335;v_336;v_337;v_338;v_339;v_2598;v_223;v_225;v_226;v_227;v_228;v_229;v_231;v_233;v_234;v_235;v_236;v_238;v_241;v_2604;v_2605;v_245;v_246;dupl1_v_245;v_250;v_251;v_252;v_253;v_254;v_257;v_259;v_260;v_262;v_263;v_269;v_270;v_271;v_273;v_274;v_275;ext_host;ip_addr;device_type;participant_browser;participant_browser_version;participant_os;participant_device;participant_brand;participant_model;participant_isbot;participant_continent;participant_country;participant_region;participant_city;participant_latitude;participant_longitude;quota;quota_assignment;hflip;vflip;output_mode;javascript;flash;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts712934;rts712935;rts712936;rts712937;rts712938;rts712939;rts712940;rts712941;rts712942;rts712943;rts712944;rts712945;rts712946;rts712950;rts712951;rts712952;rts712954;rts712958;rts712959;rts712960;rts712961;rts712962;rts712963;rts712965;rts712966;rts712967;rts712969;rts712971;rts712972;rts712974;rts712975;rts712977;rts712978;rts712979;rts712981;rts712982;rts712984;rts712985;rts712986;rts712987;rts712988;rts712990;rts712991;rts712993;rts712994;rts713002;rts713007;rts713010;rts713014;rts713016;rts713018;rts713019;rts713021;rts713023;rts713025;geschlecht;bildung;beruf;stadt_teil;stadt_teil2;alter;indi;jahr
546;0;0;31;"712995";;2315;1;1;3;3;2;3;2;3;1;3;1;1;1;1;2;2;1;2;3;2;2;3;3;4;3;1;1;1;1;1;1;1;6;4;1;1;2;1;3;4;2;2;3;2;5;4;2;2;1;3;2;2;1;2;3;3;2;3;2;1;1;4;4;3;3;3;3;3;2;1;1;1;0;1;1;1;3;2;2;1;1;4;1;3;2;1;2;2;2;2;2;5;3;3;2;2;1;2;1;1;1;4;2;2;1;3;3;4;4;1;4;2;1;2;2;4;1;1;1;1;1;1;3;3;2;1;3;3;2;3;5;3;1;1;3;4;3;3;4;2;4;1;1;2;;8;97;2;;;2;;2;3;0;4;15;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554481960;"2019-04-05 16:32:40";"2019-04-05 17:11:15";"0000-00-00 00:00:00";9;18;317;425;472;523;587;690;1031;1038;1051;1126;1164;1171;1217;1230;1264;1712;1803;1816;1899;1932;1980;2027;2035;2041;2050;;2059;;2070;;;2075;;;2085;2094;2115;2155;2161;;2181;;2315;1308;1341;1368;1382;1512;1557;1616;1679;2013;2017;"weiblich";"(Fach-)Abitur";"Angestelle/r";"Mitte/Wunderburg";1;"46-50";5;2019
547;0;0;32;"712995";;-1;2;2;2;4;2;2;1;3;3;2;2;1;1;4;3;1;1;1;2;3;2;2;1;3;3;2;2;1;1;2;1;3;1;5;1;2;1;1;2;1;1;1;2;1;1;2;3;4;3;4;2;1;1;1;1;4;3;2;2;2;2;4;3;3;4;4;4;4;1;1;1;4;0;1;1;1;2;3;4;2;1;3;1;2;1;1;3;4;4;2;4;5;3;5;4;4;1;4;1;1;2;5;4;5;5;2;2;2;3;2;2;3;2;2;1;4;1;1;1;1;5;5;1;2;2;2;1;1;1;2;4;4;3;3;3;2;3;3;3;1;4;2;;;3;6;83;2;;;2;;1;22;-99;2;6;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554482365;"2019-04-05 16:39:25";"2019-04-06 07:33:16";"0000-00-00 00:00:00";124;131;221;315;379;398;51875;52016;52164;52175;52211;52270;52292;52302;52323;52329;52341;52776;52783;52793;52989;53018;53087;53248;53263;53270;;53276;53283;53289;53435;;;53445;;;53473;53494;53498;53505;53511;;53517;;53631;52405;52460;52512;52528;52587;52643;52684;52763;53121;53239;"maennlich";"(Fach-)Abitur";"";"Gaustadt";7;"61-65";5;2019
556;0;0;31;"712995";;902;1;2;2;3;2;3;1;2;2;5;1;2;1;1;1;1;2;2;3;2;2;2;3;2;4;3;4;9;2;1;6;3;6;1;1;1;3;2;2;4;1;2;2;1;2;3;4;3;3;4;2;2;2;1;1;3;2;2;1;1;1;3;3;3;3;3;3;3;2;2;1;2;0;1;1;1;2;3;2;1;1;2;2;1;2;2;2;2;2;2;3;4;3;2;2;2;1;2;1;1;1;2;1;4;3;2;2;3;4;3;3;4;2;1;2;2;3;2;1;2;2;2;2;1;3;2;2;2;1;2;5;3;2;2;3;2;3;2;2;2;5;1;1;2;;6;70;1;50;9;1;1;;4;2;3;6;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554492143;"2019-04-05 19:22:23";"2019-04-05 19:37:25";"0000-00-00 00:00:00";2;7;58;82;116;126;165;230;256;266;285;328;341;347;366;370;375;594;601;606;621;642;685;716;724;727;732;;742;750;757;770;775;778;781;789;;795;800;804;810;;814;;902;400;428;440;453;480;503;533;590;708;710;"weiblich";"Hochschule";"Angestelle/r";"Gaustadt";7;"31-35";5;2019
557;0;0;32;"712995";;-1;2;2;2;3;1;3;3;2;1;2;2;1;2;2;1;3;1;3;2;1;2;2;2;1;3;1;3;2;1;3;4;2;4;2;1;3;4;1;1;3;3;2;1;2;3;3;3;3;3;4;2;1;1;1;3;3;3;3;2;1;1;3;3;3;3;3;4;3;1;1;2;3;0;1;1;1;3;3;2;1;1;4;3;2;1;1;2;2;2;1;4;4;3;4;2;2;1;3;2;2;1;2;1;4;2;2;2;2;3;3;2;4;2;2;1;3;1;1;1;1;4;3;1;3;2;1;1;1;1;3;3;3;3;3;3;3;1;3;3;2;5;1;2;2;;2;70;1;50;1;2;;2;22;0;2;10;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554496460;"2019-04-05 20:34:20";"2019-04-05 21:31:14";"0000-00-00 00:00:00";7;89;145;306;343;363;392;2383;2563;2572;2601;2663;2677;2690;2716;2722;2734;3017;3024;3031;3130;3161;3198;3239;3247;3250;3262;;3266;3288;3304;3316;3323;3329;;;3338;3366;3375;3392;3400;;3406;;3414;2764;2807;2826;2840;2871;2912;2959;3010;3226;3231;"weiblich";"Hochschule";"Angestelle/r";"Mitte/Wunderburg";1;"26-30";5;2019
565;0;0;31;"712995";;1901;2;4;2;3;2;3;2;1;3;3;2;1;2;2;1;2;2;2;3;2;1;6;2;3;3;3;2;1;5;4;2;3;3;3;1;5;4;3;3;2;1;4;2;1;3;3;3;5;5;3;1;1;1;1;1;4;5;3;2;1;1;3;3;3;2;3;3;3;2;2;;;0;;;;2;2;3;2;3;2;3;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;4;2;1;1;2;1;1;2;2;2;3;3;2;4;3;2;;3;2;1;1;1;4;5;2;2;2;1;1;2;1;3;1;2;3;3;3;3;3;3;3;1;5;2;;;2;5;76;1;40;7;1;2;;2;0;2;1;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554547129;"2019-04-06 10:38:49";"2019-04-06 11:10:30";"0000-00-00 00:00:00";361;368;429;883;914;931;957;1134;1247;1255;1273;1323;1352;1361;1381;1389;1401;1600;1603;1610;1683;1721;1756;1779;1787;1793;;1799;1804;1807;1816;1824;1829;1834;1839;1847;;1855;1860;1887;1893;;1898;;1901;1427;1450;1469;1483;1498;1511;1549;1594;1768;1773;"maennlich";"Hochschule";"";"Berg";5;"26-30";5;2019
566;0;0;31;"712995";;836;1;3;2;3;3;4;4;1;1;3;1;1;1;2;1;2;1;2;3;5;1;2;4;3;3;3;4;6;2;1;3;2;6;1;1;2;3;1;5;2;1;1;1;1;2;3;4;3;2;1;5;5;5;5;5;1;1;5;5;1;1;3;3;3;3;3;3;1;2;5;3;4;0;1;1;1;3;1;3;1;1;2;3;2;1;2;2;3;3;2;4;5;5;5;5;4;1;2;5;1;1;2;1;4;2;3;4;2;4;2;2;2;1;3;2;2;3;3;5;3;1;1;5;3;5;2;3;4;3;3;5;5;3;3;3;3;3;3;3;1;4;1;1;2;;8;90;1;32;7;1;2;;4;2;5;1;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554548866;"2019-04-06 11:07:46";"2019-04-06 11:21:42";"0000-00-00 00:00:00";23;30;56;90;125;141;175;202;222;231;253;307;323;335;355;360;366;602;606;612;641;672;702;731;737;740;744;;750;;759;767;777;780;783;802;;811;819;823;830;;834;;836;396;430;453;465;491;519;561;597;721;723;"maennlich";"(Fach-)Abitur";"Angestelle/r";"Berg";5;"41-45";5;2019
567;0;0;31;"712995";;1197;1;2;2;1;1;1;1;1;1;3;1;2;1;1;2;1;1;2;1;1;1;1;1;2;1;2;1;1;2;2;2;2;3;1;1;1;2;2;1;2;1;1;1;1;3;1;2;4;4;4;1;1;1;1;1;3;1;2;2;3;2;2;3;1;1;1;1;3;4;2;4;4;0;2;3;3;5;1;1;1;1;2;3;1;1;1;1;1;1;1;1;2;3;2;4;1;3;2;5;5;1;2;1;2;3;3;4;2;2;3;4;2;4;2;2;3;1;1;1;1;5;5;2;3;3;1;1;2;1;2;4;2;3;3;3;3;3;3;1;1;5;1;2;3;;7;150;2;;;2;;2;2;0;5;12;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554550401;"2019-04-06 11:33:21";"2019-04-06 11:53:18";"0000-00-00 00:00:00";3;10;68;97;131;147;172;205;277;282;297;343;360;368;387;392;400;782;786;793;826;850;892;963;972;975;988;;998;1014;1027;;;1031;;;1036;1044;1104;1115;1121;;1128;;1197;459;531;552;575;597;647;712;777;919;954;"maennlich";"Hochschule";"Beamter/in";"Gartenstadt/Ost";3;"41-45";5;2019
569;0;0;31;"712995";;966;3;3;4;4;5;4;4;5;4;3;4;2;3;6;2;3;2;2;3;2;2;3;2;2;1;3;1;2;1;2;3;1;5;6;1;3;3;3;6;;1;2;2;1;4;2;1;1;1;1;4;5;5;5;5;1;1;4;5;1;1;3;3;3;1;3;3;1;1;1;1;1;0;1;1;1;3;2;2;1;5;1;5;2;3;3;2;3;4;3;;;;;;;;;5;5;1;1;3;1;3;5;5;3;3;1;4;1;2;3;3;4;4;4;2;4;1;1;3;3;2;3;2;3;3;5;5;5;;3;3;3;3;3;3;1;3;1;2;3;;8;90;2;;;1;1;;3;0;6;12;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554557575;"2019-04-06 13:32:55";"2019-04-06 13:49:01";"0000-00-00 00:00:00";4;9;37;96;137;153;187;229;275;281;293;334;343;350;369;375;380;569;572;576;622;643;679;721;729;731;736;;740;;748;;;752;756;782;;795;800;809;814;;820;;966;403;437;453;467;501;510;540;564;701;714;"maennlich";"Mittlere Reife";"Beamter/in";"Gartenstadt/Ost";3;"51-55";5;2019
572;0;0;32;"712995";;-1;2;3;2;2;4;4;4;2;1;5;2;1;2;2;4;2;1;3;2;5;2;2;2;4;4;3;2;9;1;6;4;2;6;2;1;1;2;4;2;4;2;4;4;4;6;4;4;3;2;2;4;3;4;3;1;1;1;4;5;4;4;3;3;3;3;3;3;4;1;1;1;1;0;1;1;1;4;1;3;3;1;4;4;2;2;1;1;2;2;2;2;3;3;3;2;1;1;2;4;4;2;4;4;4;4;2;2;2;2;4;4;4;4;2;2;3;3;1;1;1;3;1;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;1;5;1;1;2;;4;70;1;25;8;2;;1;1;0;3;12;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554566827;"2019-04-06 16:07:07";"2019-04-06 17:22:55";"0000-00-00 00:00:00";3;13;2130;2641;2642;2644;2647;2696;2873;2886;2921;2976;3001;3017;3068;3073;3086;3678;3686;3702;3773;3819;3910;4018;4029;4032;4053;;4065;4143;4154;4208;4220;4225;;;4300;4312;4321;4532;4538;;4542;;4548;3133;3355;3393;3426;3466;3508;3596;3672;3935;4007;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"31-35";5;2019
576;0;0;31;"712995";;1403;1;1;2;2;1;2;1;1;1;3;1;2;2;1;1;2;2;2;2;2;1;1;2;1;2;3;2;2;1;1;1;3;3;1;2;1;2;2;2;3;1;1;1;1;2;1;2;3;3;4;2;2;2;2;2;3;2;2;3;1;1;1;1;2;2;2;1;1;1;2;2;2;5;1;2;1;3;3;1;2;2;3;2;1;1;1;2;3;4;2;2;1;2;2;2;2;1;2;3;2;1;4;3;4;4;2;3;2;2;1;1;1;2;2;2;2;1;1;1;2;1;2;1;1;2;2;2;1;1;3;3;3;3;3;3;3;3;3;3;1;2;1;1;1;;2;68;1;25;5;2;;2;4;2;3;5;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554580304;"2019-04-06 19:51:44";"2019-04-06 20:15:07";"0000-00-00 00:00:00";6;15;82;102;149;169;194;308;451;463;479;516;534;544;568;573;582;955;960;967;1062;1114;1153;1202;1209;1213;1223;;1232;1243;1253;1323;1333;1340;;;1350;1361;1368;1376;1387;;1393;;1403;627;682;707;736;775;816;886;944;1186;1192;"maennlich";"Hauptschulabschluss";"(Fach-)Arbeiter/in";"Gartenstadt/Ost";3;"36-40";5;2019
581;0;0;31;"712995";;864;3;2;4;4;2;3;4;3;3;5;2;3;1;3;4;3;4;4;2;4;3;2;4;4;4;3;2;6;3;7;5;3;5;3;3;2;4;2;2;4;2;2;4;1;5;3;3;3;4;4;4;3;3;4;5;1;1;4;4;2;1;4;4;2;2;4;4;1;2;2;4;4;0;2;2;3;4;1;1;2;5;2;4;1;1;2;4;4;4;3;;;;;;;;;2;2;1;2;1;4;3;4;4;2;3;2;4;2;3;2;3;2;2;3;3;4;1;1;3;4;3;4;2;3;2;4;5;5;3;3;2;4;3;3;2;1;5;1;1;3;;8;100;2;;;1;1;;4;0;3;8;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554619379;"2019-04-07 06:42:59";"2019-04-07 06:57:23";"0000-00-00 00:00:00";4;9;98;135;170;191;217;235;253;259;277;314;328;334;351;356;360;566;571;576;622;646;692;753;761;763;770;;775;;786;;;792;795;813;;824;834;846;852;;857;;864;393;422;438;449;478;492;528;561;716;746;"maennlich";"Hochschule";"Beamter/in";"";;"36-40";5;2019
584;0;0;31;"712995";;1985;2;4;2;4;2;4;3;2;3;3;2;2;3;3;4;5;2;;;2;2;;;;;3;3;4;;3;3;3;5;3;1;1;4;3;2;6;4;1;3;1;4;1;3;4;3;3;4;3;4;4;4;1;1;4;5;1;1;3;3;3;1;3;3;3;3;1;4;;0;1;3;2;4;2;3;2;1;1;3;2;1;1;2;2;2;2;;4;2;5;5;2;2;2;5;5;;;;;;3;3;;3;3;3;4;3;3;3;3;3;3;3;2;1;2;3;4;4;3;3;4;2;3;4;4;3;4;4;4;3;3;2;2;3;1;0;2;;6;130;2;;;2;;1;1;-99;3;5;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554623000;"2019-04-07 07:43:20";"2019-04-07 08:16:25";"0000-00-00 00:00:00";4;16;154;524;599;624;655;962;1190;1192;1197;1257;1278;1287;1311;1322;1335;1679;1683;1690;1724;1756;1806;1856;1863;1868;1873;;1879;1884;1906;;;1911;;;1939;1947;1963;1967;1974;;1980;;1985;1376;1444;1468;1489;1533;1594;1628;1666;1841;1844;"weiblich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"61-65";5;2019
586;0;0;31;"712995";;1500;3;3;4;3;3;3;3;3;2;5;3;3;4;2;3;2;4;3;5;3;5;2;4;5;5;2;5;3;2;2;2;5;6;6;6;5;6;3;2;1;4;3;3;2;2;5;4;2;4;4;3;5;5;4;3;3;5;4;3;1;1;4;4;4;1;3;3;4;3;3;3;2;2;3;3;1;3;3;2;2;1;4;3;2;2;4;2;2;2;3;5;5;4;5;5;2;4;5;1;1;1;2;4;4;2;2;2;5;5;3;3;5;1;3;2;3;3;4;4;3;1;3;3;4;4;4;2;4;2;4;5;3;3;3;3;3;3;3;3;1;5;1;1;5;;7;55;1;65;9;2;;1;1;0;0;15;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554625367;"2019-04-07 08:22:47";"2019-04-07 08:47:47";"0000-00-00 00:00:00";12;19;48;188;229;258;306;487;515;527;562;656;673;684;722;735;749;1128;1135;1142;1204;1230;1275;1332;1341;1344;1353;;1364;1377;1390;1413;1425;1430;;;1455;1464;1468;1476;1489;;1496;;1500;839;909;930;947;992;1025;1064;1122;1296;1325;"maennlich";"Hochschule";"Selbstaendige/r";"Mitte/Wunderburg";1;"61-65";5;2019
587;0;0;31;"712995";;1757;1;2;2;4;2;3;3;2;3;2;2;2;3;1;3;3;2;3;3;3;2;2;3;2;3;3;1;2;2;3;4;3;4;2;1;2;2;2;2;3;2;2;2;2;3;3;4;4;4;4;2;3;4;2;3;3;2;2;2;4;2;3;3;3;2;3;3;3;2;2;2;2;0;2;3;3;5;2;2;1;2;3;4;2;1;2;2;2;2;1;1;2;3;2;2;2;1;2;3;3;2;4;2;4;4;3;2;2;2;2;4;3;4;2;2;4;1;1;2;2;4;4;2;2;3;2;2;2;1;3;4;3;3;3;2;4;2;3;2;1;5;1;1;2;;6;70;1;20;1;2;;2;2;0;3;12;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554626445;"2019-04-07 08:40:45";"2019-04-07 09:10:02";"0000-00-00 00:00:00";7;25;72;85;123;144;173;233;248;254;273;313;326;333;355;360;368;671;674;1317;1387;1414;1455;1499;1505;1508;1516;;1536;1564;1608;1680;1685;1689;;;1699;1708;1724;1737;1746;;1751;;1757;423;464;491;504;543;573;619;665;1487;1491;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"31-35";5;2019
588;0;0;31;"712995";;548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;0;-99;0;;;0;;;-99;-99;0;0;0;0;"-99";0;0;0;0;-66;0;0;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554626848;"2019-04-07 08:47:28";"2019-04-07 08:56:36";"0000-00-00 00:00:00";16;71;76;78;89;99;110;115;119;125;132;146;155;166;177;182;186;389;392;395;400;422;429;469;478;481;;;485;491;500;;;505;;;;511;515;529;537;;544;;548;222;231;246;256;294;321;340;383;458;462;"";"";"";"";;"";0;2019
589;0;0;31;"712995";;1073;2;2;2;3;3;5;1;2;2;5;2;4;2;1;2;1;2;1;4;1;3;2;2;3;2;3;9;4;2;1;2;3;6;1;1;1;2;4;3;3;2;2;2;1;3;2;3;4;3;2;4;2;2;3;4;1;1;3;4;2;2;2;1;3;1;4;3;3;1;1;3;3;0;2;1;1;4;3;2;1;5;2;1;3;3;3;3;5;5;3;;;;;;;;;4;5;1;4;5;4;3;5;4;3;3;2;3;4;4;2;2;3;1;1;3;1;5;2;3;1;3;1;1;4;1;3;5;3;3;3;3;3;2;3;2;2;5;2;;;2;4;65;1;0;10;2;;1;2;0;2;15;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554626948;"2019-04-07 08:49:08";"2019-04-07 09:07:01";"0000-00-00 00:00:00";4;8;38;66;104;124;153;322;373;383;413;454;468;476;497;503;512;713;718;723;772;794;817;847;852;858;;863;867;876;891;912;918;923;;;932;944;957;969;976;;982;;1073;544;573;589;600;636;643;668;705;835;841;"weiblich";"Hochschule";"";"Mitte/Wunderburg";1;"18-25";5;2019
591;0;0;31;"712995";;1828;1;1;1;3;1;2;2;1;1;2;1;1;1;1;2;1;1;3;2;1;3;1;1;3;3;2;1;3;1;1;1;1;5;1;2;2;5;3;2;4;3;2;2;1;6;3;4;4;4;4;2;2;1;1;1;3;2;3;2;2;2;3;4;4;1;4;1;3;2;2;1;2;0;1;1;1;4;2;2;2;1;4;5;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;3;2;1;4;2;2;2;2;1;1;1;1;5;5;2;1;2;1;1;1;1;3;3;3;3;3;1;3;1;1;1;2;5;1;2;2;;5;40;1;15;2;1;1;;7;0;3;15;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554628249;"2019-04-07 09:10:49";"2019-04-07 09:41:17";"0000-00-00 00:00:00";5;15;116;212;258;271;326;724;798;803;817;875;964;973;994;999;1010;1343;1346;1352;1426;1454;1484;1540;1549;1552;1567;;1578;1596;1692;1706;1714;1718;1721;1737;;1745;1761;1765;1817;;1822;;1828;1055;1096;1115;1135;1169;1194;1299;1336;1505;1532;"weiblich";"Hochschule";"Angestelle/r";"Mitte/Wunderburg";1;"26-30";5;2019
594;0;0;31;"712995";;1701;2;3;2;4;3;4;4;3;1;4;2;3;3;2;4;3;2;4;3;4;5;3;4;4;5;4;6;5;2;2;2;3;6;2;5;3;3;4;3;3;3;3;4;3;4;4;3;2;2;3;3;2;3;3;4;3;1;4;;2;2;3;3;3;3;3;3;1;3;3;2;2;0;2;2;2;2;2;2;3;2;2;5;2;3;2;2;4;4;3;3;3;4;3;3;4;3;3;4;3;1;3;3;3;2;4;3;4;4;3;3;2;2;3;3;5;2;2;3;3;3;3;3;3;4;2;2;3;4;3;5;3;4;4;3;2;3;3;3;1;2;1;0;5;;8;100;1;50;6;2;;2;2;-99;2;12;1;0;"-99";1;0;0;0;-66;2;1;"-99";2;2;2;5;2;1;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554628864;"2019-04-07 09:21:04";"2019-04-07 09:49:25";"0000-00-00 00:00:00";8;16;65;452;513;538;585;758;792;805;828;911;929;937;970;975;982;1227;1232;1242;1341;1373;1415;1471;1481;1486;1492;;1498;;1508;1522;1534;1540;;;1549;1555;1563;1570;1577;;1601;1641;1701;1016;1047;1063;1080;1109;1139;1183;1222;1444;1459;"maennlich";"Hauptschulabschluss";"Selbstaendige/r";"Gartenstadt/Ost";3;"61-65";5;2019
595;0;0;31;"712995";;1894;2;2;2;2;2;3;1;2;1;3;1;1;1;1;2;2;1;2;2;3;2;2;2;2;3;2;3;5;1;1;1;1;5;1;1;2;3;4;2;2;1;1;3;2;2;2;4;5;4;4;1;1;2;2;2;2;3;2;2;1;1;3;3;3;2;3;1;2;1;3;3;2;0;1;3;2;2;2;4;2;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;2;2;4;1;2;4;2;2;3;4;3;3;2;2;3;1;1;1;1;5;3;2;2;2;2;1;2;2;3;4;3;3;3;3;3;3;3;3;1;4;1;2;2;;3;65;1;36;4;2;1;1;2;0;3;1;1;0;"-99";1;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554628965;"2019-04-07 09:22:45";"2019-04-07 09:54:19";"0000-00-00 00:00:00";8;60;141;220;306;355;399;508;744;745;747;796;849;868;940;946;959;1390;1414;1422;1458;1506;1554;1597;1628;1631;1648;;1669;1683;1690;1724;1793;1817;1807;;1837;1845;1855;1860;1878;;1885;;1894;1020;1101;1125;1149;1175;1188;1322;1384;1582;1586;"maennlich";"(Fach-)Abitur";"Angestelle/r";"Berg";5;"26-30";5;2019
597;0;0;31;"712995";;2394;3;3;3;2;4;3;1;2;4;4;4;2;3;5;2;2;3;2;6;4;3;5;;5;2;6;8;6;4;4;9;6;6;4;1;1;3;4;5;6;2;5;;2;4;2;3;5;2;2;4;4;2;3;3;2;3;5;5;2;2;3;3;3;3;3;3;3;2;1;2;;0;3;2;2;4;2;2;1;5;2;4;;4;4;3;2;2;2;;;;;;;;;;;1;3;2;1;1;5;5;4;4;1;1;1;1;4;3;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;1;;4;65;1;70;8;2;;1;2;0;2;15;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554630655;"2019-04-07 09:50:55";"2019-04-07 10:30:49";"0000-00-00 00:00:00";30;43;70;434;551;595;876;1023;1244;1290;1377;1489;1516;1542;1635;1647;1657;2133;2141;2159;2211;2249;2262;2296;2301;2304;2310;;2314;2330;2341;2348;2355;2358;;;2366;2374;2377;2382;2386;;2391;;2394;1702;1781;1823;1847;1912;1920;2023;2114;2280;2290;"maennlich";"Hauptschulabschluss";"(Fach-)Arbeiter/in";"Mitte/Wunderburg";1;"31-35";5;2019
