v_1;v_9;v_10;v_11;v_12;v_13;v_14;v_15;v_16;v_17;v_18;v_19;v_20;v_26;v_27;v_28;v_29;v_36;v_37;v_38;v_39;v_40;v_41;v_42;v_43;v_46;v_52;v_53;v_54;v_55;v_56;v_57;v_63;v_64;v_65;v_66;v_67;v_68;v_69;v_70;v_71;v_72;v_73;v_74;v_75;v_76;v_82;v_83;v_84;v_85;v_111;v_117;v_118;v_119;v_120;v_121;v_122;v_124;v_142;v_177;v_178;v_179;v_186;v_187;v_188;v_189;v_190;v_191;v_197;v_198;v_199;v_200;v_201;v_202;v_203;v_204;v_205;v_206;v_2598;v_223;v_227;v_246;geschlecht;bildung;beruf;stadt_teil;stadt_teil2;alter;jahr
2;;2;2;1;2;2;2;1;2;2;2;1;2;4;1;2;3;3;3;3;3;3;3;3;5;5;8;2;4;2;4;6;4;1;2;5;3;2;5;2;3;3;2;3;3;4;3;4;4;3;2;3;3;1;3;3;2;3;2;2;3;3;2;2;2;4;2;2;1;2;2;1;1;1;3;4;3;1;3;2;12;"maennlich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"56-60";2017
2;3;2;3;4;3;3;2;1;4;2;2;2;4;3;1;1;2;4;2;2;3;2;2;2;3;3;5;3;4;4;4;3;2;2;3;2;3;4;3;3;4;3;3;3;3;5;4;3;3;2;2;3;3;2;1;1;3;4;2;2;3;4;3;3;4;2;3;3;3;2;2;2;3;3;2;4;2;1;3;1;12;"maennlich";"Mittlere Reife";"(Fach-)Arbeiter/in";"Gartenstadt/Ost";3;"61-65";2017
2;3;3;3;4;2;2;2;2;4;2;2;2;2;4;4;3;2;2;2;3;2;3;4;5;3;8;8;2;1;2;2;5;2;3;2;5;3;4;4;2;2;3;2;4;5;3;3;2;2;3;3;3;4;3;2;2;3;3;2;2;2;3;3;3;3;1;1;2;2;2;2;3;2;3;4;5;5;2;3;2;12;"weiblich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"56-60";2017
;2;2;2;2;2;2;2;1;2;2;1;2;3;3;2;3;2;2;3;3;4;5;5;3;2;3;1;4;5;5;5;4;1;1;4;2;4;4;2;2;3;4;4;4;4;2;3;3;3;2;3;3;3;3;1;1;4;4;3;3;3;4;3;3;4;4;2;3;3;3;2;4;2;2;3;3;3;2;3;2;12;"weiblich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"18-25";2017
3;2;4;3;3;;2;3;1;1;3;2;2;1;4;3;2;5;4;4;;2;2;;;3;5;9;3;2;8;6;5;2;1;2;3;;3;3;2;2;;2;5;;2;2;2;3;3;2;2;4;4;2;3;4;3;3;2;4;2;2;2;2;1;2;3;2;3;2;2;3;2;4;4;3;1;4;2;12;"maennlich";"(Fach-)Abitur";"Angestelle/r";"Gartenstadt/Ost";3;"46-50";2017
2;3;2;3;2;3;2;3;2;2;3;2;3;2;3;3;2;2;2;2;2;3;2;2;3;2;2;1;2;2;3;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;3;4;3;3;4;4;3;3;3;4;3;2;2;2;3;2;1;2;3;3;3;3;3;3;3;2;3;3;2;3;3;1;3;;12;"maennlich";"Mittlere Reife";"";"Gartenstadt/Ost";3;"71 Jahre und aelter";2017
2;4;2;4;2;4;4;2;2;4;2;2;2;1;2;2;2;2;4;3;2;2;3;3;3;2;2;2;2;2;2;2;5;2;2;2;2;2;3;4;2;3;2;3;2;2;4;3;3;3;2;4;4;3;2;3;4;3;3;2;2;2;2;2;3;3;2;4;2;3;3;3;2;2;2;3;4;3;1;3;3;12;"maennlich";"Mittlere Reife";"Beamter/in";"Gartenstadt/Ost";3;"56-60";2017
3;3;3;3;5;4;3;4;3;4;3;3;3;3;3;2;3;2;6;5;3;5;5;3;2;6;7;3;3;4;4;4;5;1;1;3;1;4;6;4;2;4;3;2;4;2;2;5;2;1;4;5;3;4;3;1;1;5;5;3;2;3;2;1;1;1;4;2;3;2;2;3;3;2;2;2;3;3;2;3;;12;"weiblich";"Mittlere Reife";"";"Gartenstadt/Ost";3;"31-35";2017
2;3;2;4;3;3;2;2;2;4;3;1;1;2;3;5;2;2;3;3;4;2;2;3;5;3;6;3;2;3;2;6;5;1;2;3;2;3;4;5;2;3;3;2;4;3;4;4;3;3;4;4;3;3;3;3;3;3;3;2;2;2;1;1;1;1;4;3;2;2;1;1;1;1;1;3;4;3;2;3;2;12;"weiblich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"18-25";2017
2;4;3;3;4;4;2;2;1;4;3;1;2;3;3;2;2;4;4;3;4;4;3;4;2;4;2;2;2;2;2;9;6;3;3;4;3;3;5;5;5;5;3;2;3;3;3;3;3;2;4;3;3;3;3;2;2;4;4;3;2;3;2;2;3;2;3;2;3;4;2;3;1;2;2;4;4;3;2;3;2;12;"weiblich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"31-35";2017
1;3;2;3;4;4;1;2;2;3;1;3;3;2;4;3;2;2;3;3;4;3;5;3;4;3;3;1;3;1;2;2;6;4;3;4;6;4;5;5;4;2;5;4;5;;4;4;3;3;4;4;4;5;3;1;1;5;3;3;3;4;2;1;2;2;4;4;3;2;3;2;1;3;2;3;4;3;2;3;2;12;"weiblich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"36-40";2017
3;3;2;3;4;2;2;3;2;3;3;2;2;2;3;3;2;3;3;2;;3;;;;3;4;4;4;5;5;3;3;2;2;3;2;3;4;3;2;3;2;3;3;2;4;3;2;2;3;4;3;3;3;2;1;3;3;2;2;2;2;1;1;2;4;3;2;2;3;2;1;2;2;2;4;4;1;3;1;12;"maennlich";"Mittlere Reife";"(Fach-)Arbeiter/in";"Gartenstadt/Ost";3;"46-50";2017
2;3;2;2;4;3;2;2;2;3;1;1;3;4;3;4;3;3;3;3;4;3;2;4;4;3;5;4;3;4;3;3;5;3;2;3;2;3;5;6;2;3;3;2;3;3;4;3;2;2;4;4;5;4;3;1;1;3;5;3;2;3;2;3;2;1;1;1;3;2;3;3;2;3;3;4;5;5;2;3;2;12;"weiblich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"61-65";2017
2;5;4;3;5;2;2;5;3;4;3;5;2;1;6;;2;4;4;4;6;5;5;5;5;4;3;3;3;1;2;6;6;1;2;1;2;5;6;6;3;2;2;2;3;3;2;3;1;1;4;4;4;5;5;1;1;4;4;4;4;4;1;1;1;1;3;1;4;2;1;3;3;3;4;5;1;5;1;4;2;12;"maennlich";"(Fach-)Abitur";"Angestelle/r";"Gartenstadt/Ost";3;"56-60";2017
2;2;2;3;2;3;4;3;2;3;3;3;3;4;5;4;4;2;4;3;5;4;4;5;6;2;4;3;2;2;2;4;2;2;3;3;3;3;3;5;4;4;4;4;3;4;3;3;3;3;3;3;4;5;4;5;2;3;4;3;3;4;;2;2;3;3;3;3;4;3;3;2;3;2;2;4;;2;3;2;12;"weiblich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"61-65";2017
2;3;3;3;4;4;3;3;2;4;3;3;3;3;5;3;2;3;3;3;3;2;3;3;3;3;3;4;;3;3;4;5;3;3;2;2;4;4;4;2;3;4;2;4;4;2;2;3;2;3;4;4;4;4;1;1;3;4;3;3;4;2;2;;1;2;2;2;2;3;2;2;2;2;3;4;3;1;3;;12;"maennlich";"Mittlere Reife";"";"Gartenstadt/Ost";3;"71 Jahre und aelter";2017
2;2;1;3;3;2;2;1;1;4;1;1;2;1;3;2;1;2;2;2;2;1;2;2;2;2;4;5;1;1;2;1;6;2;2;2;2;1;3;5;1;2;2;2;2;;4;2;3;2;4;4;4;5;3;2;1;3;5;3;2;3;2;2;2;1;4;3;2;2;3;3;2;2;1;1;4;4;2;3;2;12;"weiblich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"26-30";2017
;;;;2;;;;;;;;;;1;1;;;;;2;;;;;3;5;3;;3;3;5;;1;;;1;;;;2;;;;;;5;5;3;4;2;5;3;3;3;3;3;;3;3;3;3;4;2;1;1;4;3;3;3;3;2;2;2;2;1;3;2;2;3;;12;"weiblich";"Mittlere Reife";"";"Gartenstadt/Ost";3;"71 Jahre und aelter";2017
2;3;2;3;3;3;2;2;2;1;2;1;2;2;4;2;2;3;3;2;2;2;2;2;;4;1;4;3;3;4;2;3;2;3;3;3;2;2;2;3;3;2;2;3;3;4;4;4;3;;2;4;3;2;1;1;3;4;2;2;3;1;1;1;1;4;4;2;2;3;3;1;1;2;4;2;3;2;3;2;12;"weiblich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"56-60";2017
3;2;5;4;4;3;2;3;2;3;4;;3;2;6;2;3;2;2;2;;2;3;3;;4;3;6;1;1;3;1;3;3;1;2;2;2;3;2;2;2;3;2;4;3;2;1;1;2;2;4;4;4;4;2;1;4;5;3;4;4;2;2;1;2;5;5;2;2;3;3;1;2;1;4;4;3;1;3;5;12;"maennlich";"Mittlere Reife";"Selbstaendige/r";"Gartenstadt/Ost";3;"18-25";2017
2;3;3;3;2;2;1;2;1;3;2;2;2;2;3;2;2;;;;;2;3;2;;2;9;3;2;6;5;5;6;3;2;2;2;2;;3;2;3;;2;;;3;3;2;2;2;3;3;3;2;3;1;3;3;2;2;3;2;2;3;1;4;5;2;1;3;2;1;3;1;3;4;3;2;4;;12;"weiblich";"(Fach-)Abitur";"";"Gartenstadt/Ost";3;"18-25";2017
;3;3;2;5;4;3;3;1;5;2;2;1;1;6;3;3;2;2;2;;2;2;;;1;1;6;1;1;1;1;6;2;1;2;2;;6;2;2;2;2;2;2;;2;3;3;2;3;5;5;5;5;1;1;;5;4;3;4;1;1;1;1;5;3;3;;;2;2;2;2;3;4;4;2;4;5;12;"weiblich";"(Fach-)Abitur";"Selbstaendige/r";"Gartenstadt/Ost";3;"36-40";2017
2;2;2;3;3;2;3;2;1;2;1;2;1;2;4;2;1;2;2;2;3;2;;;3;6;1;4;2;2;4;3;5;3;3;2;3;3;3;5;2;2;;;3;3;4;3;3;2;3;2;2;3;3;2;2;4;2;2;2;4;3;;2;2;3;3;2;2;2;2;2;3;3;2;4;3;2;4;2;12;"weiblich";"(Fach-)Abitur";"Angestelle/r";"Gartenstadt/Ost";3;"41-45";2017
3;3;3;4;4;2;2;3;4;3;2;2;2;3;3;4;3;3;4;4;5;4;4;3;4;6;5;5;;4;4;5;5;4;3;3;4;;4;6;4;4;;;;5;3;2;1;2;3;4;3;4;3;1;1;4;3;3;3;4;1;3;2;3;1;2;;3;;;;;;;3;;2;3;;12;"weiblich";"Mittlere Reife";"";"Gartenstadt/Ost";3;"71 Jahre und aelter";2017
2;3;2;3;2;3;4;2;2;1;2;1;3;2;5;3;1;2;3;3;2;3;3;3;3;1;1;6;1;1;1;2;3;3;1;1;1;3;2;6;2;3;2;1;3;2;2;3;2;2;3;4;4;5;5;5;5;4;5;3;2;4;1;1;1;1;5;3;1;1;2;1;1;1;1;3;4;3;1;4;5;12;"maennlich";"(Fach-)Abitur";"Selbstaendige/r";"Gartenstadt/Ost";3;"56-60";2017
1;;;;;;;;;;1;;;2;5;2;2;3;3;3;3;3;3;2;3;3;3;3;;;;3;3;2;2;1;1;2;5;5;2;2;2;2;2;3;5;2;1;1;3;4;4;4;3;2;1;3;5;4;3;4;;1;2;2;1;3;;;;;1;;;;;;1;3;;12;"maennlich";"Mittlere Reife";"";"Gartenstadt/Ost";3;"71 Jahre und aelter";2017
2;3;2;4;3;4;3;2;4;5;2;2;2;3;2;1;2;3;4;4;3;3;3;2;2;3;4;8;6;3;4;2;5;2;4;3;2;5;4;4;3;2;4;3;5;5;4;5;4;3;2;2;2;3;2;4;4;2;2;4;2;5;1;1;1;2;4;3;2;3;4;2;1;2;2;4;5;4;1;3;1;12;"maennlich";"Mittlere Reife";"(Fach-)Arbeiter/in";"Gartenstadt/Ost";3;"31-35";2017
3;3;3;3;4;4;3;3;3;3;3;2;4;3;4;3;3;4;5;3;3;4;2;3;4;5;5;3;3;3;5;1;4;2;3;2;3;3;4;6;3;4;3;4;4;5;2;2;2;2;3;3;4;3;3;2;2;3;4;4;3;3;3;2;2;3;4;1;2;2;3;3;2;3;3;2;5;3;2;3;2;12;"weiblich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"36-40";2017
1;3;3;3;3;2;3;3;1;3;1;1;2;1;3;3;1;;;;1;2;;;3;2;2;2;1;1;1;1;5;2;1;1;1;3;3;4;2;2;3;2;;1;3;3;2;3;2;1;2;2;2;4;3;2;2;3;2;4;1;1;1;1;3;3;2;1;2;1;1;2;1;3;4;3;2;4;;12;"weiblich";"(Fach-)Abitur";"";"Gartenstadt/Ost";3;"61-65";2017
2;3;2;3;3;2;2;2;2;3;2;2;1;2;4;1;2;2;2;2;2;2;2;3;2;2;2;1;2;1;1;1;5;1;1;1;2;2;3;3;3;1;2;1;2;3;4;4;3;3;4;2;2;3;3;2;1;3;1;3;2;4;1;1;3;1;4;5;2;2;2;2;1;3;2;2;2;2;1;3;1;12;"maennlich";"Mittlere Reife";"(Fach-)Arbeiter/in";"Gartenstadt/Ost";3;"36-40";2017
4;5;2;4;3;3;1;2;1;3;2;2;2;3;5;4;1;3;3;4;5;5;1;2;5;7;3;10;1;3;3;3;6;2;1;1;1;2;3;1;1;3;2;6;4;6;5;4;4;3;3;4;5;5;5;1;1;5;5;4;4;5;2;1;1;1;2;5;5;4;4;3;1;2;3;2;5;3;1;3;3;12;"maennlich";"Mittlere Reife";"Beamter/in";"Gartenstadt/Ost";3;"51-55";2017
2;3;3;4;3;2;2;3;2;1;1;1;1;1;3;3;2;1;3;2;2;3;3;4;5;2;3;1;2;3;3;4;5;3;2;3;2;3;5;4;4;3;2;2;3;3;2;2;1;3;3;4;3;4;3;2;1;3;5;3;3;4;2;2;2;3;2;2;2;3;3;2;2;2;2;4;5;5;2;4;3;12;"weiblich";"(Fach-)Abitur";"Beamter/in";"Gartenstadt/Ost";3;"51-55";2017
2;3;2;4;2;3;2;2;2;4;2;2;1;3;4;3;3;3;4;3;3;4;3;5;5;4;4;4;;4;3;3;5;2;2;3;3;4;3;5;3;3;4;3;;;3;3;3;3;3;2;2;3;2;3;1;3;1;2;2;3;2;2;2;1;4;5;3;2;4;2;1;2;2;3;4;3;2;3;2;12;"weiblich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"51-55";2017
2;3;2;2;2;3;2;3;2;3;2;1;2;2;4;3;2;2;3;3;4;2;3;3;3;4;1;;1;;1;3;3;3;2;3;3;3;4;6;4;3;1;3;3;4;3;3;4;3;3;5;5;5;4;5;5;3;3;3;3;3;1;1;1;2;5;5;1;1;1;1;1;1;1;1;3;3;2;3;;12;"weiblich";"Mittlere Reife";"";"Gartenstadt/Ost";3;"71 Jahre und aelter";2017
1;2;2;2;2;3;3;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;2;2;1;2;2;2;2;5;1;2;2;2;3;2;2;2;2;3;2;3;2;3;4;3;3;3;3;3;4;;4;3;3;3;3;3;3;3;3;3;3;1;3;3;3;3;3;4;3;3;3;4;3;1;3;;12;"maennlich";"Mittlere Reife";"";"Gartenstadt/Ost";3;"71 Jahre und aelter";2017
3;3;3;;4;3;2;3;2;5;3;3;3;2;3;3;3;1;2;1;3;2;1;4;4;7;8;7;6;5;5;5;6;5;4;5;3;4;5;5;3;5;4;3;2;3;3;2;2;2;3;4;3;4;4;3;1;2;3;4;3;4;1;1;2;3;3;2;3;4;4;3;2;3;3;4;5;4;2;3;2;12;"weiblich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"66-70";2017
2;3;2;3;3;3;3;2;2;3;1;1;1;1;2;2;2;2;3;4;3;2;3;4;4;2;3;2;1;1;1;1;5;1;1;2;1;3;3;5;1;3;3;3;3;4;4;3;2;2;4;3;4;3;3;1;1;4;4;1;1;2;4;4;4;3;1;1;2;3;3;3;4;3;3;3;4;3;1;3;1;12;"maennlich";"Mittlere Reife";"(Fach-)Arbeiter/in";"Gartenstadt/Ost";3;"41-45";2017
2;1;3;4;2;5;4;2;3;5;3;1;3;2;4;3;2;;3;;;3;6;;;3;7;4;3;4;4;2;6;3;3;2;6;;2;6;4;3;2;2;;;3;4;4;5;2;1;1;1;1;3;3;3;2;2;2;2;1;1;1;1;5;3;1;1;1;1;1;1;1;2;4;2;1;5;2;12;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"18-25";2017
2;3;2;3;5;3;3;2;2;3;2;1;2;2;1;3;2;2;3;3;4;3;5;5;1;2;2;1;2;2;3;2;3;2;1;1;3;3;5;4;2;2;3;3;4;5;4;3;3;1;3;4;4;5;4;2;1;4;2;3;2;2;2;2;3;3;2;1;3;3;3;4;4;4;2;4;5;4;1;5;3;12;"maennlich";"Hochschule";"Beamter/in";"Gartenstadt/Ost";3;"36-40";2017
1;2;1;2;1;2;3;1;2;2;2;1;2;2;2;3;1;1;2;2;1;2;2;2;3;3;9;2;5;3;1;1;5;4;3;2;5;4;1;4;1;2;3;2;2;2;5;5;4;4;2;1;1;1;5;1;5;3;1;3;3;2;1;1;1;1;5;5;1;1;1;1;1;1;1;3;3;3;2;5;4;12;"weiblich";"Hochschule";"Freiberufler/in";"Gartenstadt/Ost";3;"46-50";2017
2;3;2;2;3;3;2;2;1;2;2;1;2;2;3;2;2;2;2;;2;2;;2;;3;3;5;3;3;4;4;5;2;2;2;3;3;5;4;2;2;2;2;;3;3;2;2;2;3;3;3;3;3;3;3;4;2;2;2;3;1;1;1;1;4;4;2;2;3;2;1;1;1;3;3;3;1;5;2;12;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"51-55";2017
2;3;2;3;2;3;2;2;2;3;2;2;3;2;3;3;2;2;2;2;1;2;;;2;4;4;5;3;2;3;3;6;3;2;3;3;3;2;5;3;2;;2;3;1;2;3;4;3;4;2;2;3;2;3;2;3;5;3;3;3;2;2;2;2;2;2;3;3;;2;2;2;2;3;4;3;1;5;2;12;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"41-45";2017
1;2;3;2;3;2;1;1;1;3;1;2;1;1;5;1;1;2;2;2;2;2;4;2;3;2;2;3;1;3;3;2;3;2;3;2;1;1;3;3;6;2;2;2;;;3;4;3;;2;2;3;3;2;3;3;3;4;2;1;2;2;1;1;1;4;4;1;2;2;2;1;3;1;3;4;2;2;5;2;12;"weiblich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"36-40";2017
1;2;2;2;1;2;2;2;2;3;1;2;1;1;3;2;2;2;2;2;2;2;2;2;2;1;2;2;1;3;2;3;4;2;2;2;3;2;2;2;2;2;2;2;2;2;4;4;4;4;2;3;4;3;3;2;1;3;1;2;2;4;1;1;2;1;4;4;3;3;3;2;2;3;2;3;3;3;1;5;2;12;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"31-35";2017
2;3;3;4;2;4;4;2;2;5;2;2;3;2;4;4;2;2;2;2;6;;;;6;2;3;5;2;1;1;2;6;4;2;2;6;6;3;5;3;2;;2;6;6;2;2;4;3;3;2;2;5;3;1;2;3;3;5;3;4;5;3;3;4;1;1;3;3;3;3;2;3;3;3;5;;2;5;7;12;"weiblich";"Hochschule";"";"Gartenstadt/Ost";3;"26-30";2017
2;3;2;4;2;4;2;2;2;3;3;2;3;3;3;4;3;3;3;3;2;3;3;3;4;3;1;8;3;3;3;4;6;4;2;2;3;2;2;4;3;2;3;2;;;4;4;3;4;2;1;1;1;1;4;2;2;2;2;2;2;1;1;2;1;5;;1;1;1;1;1;1;1;3;4;4;1;5;2;12;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"26-30";2017
1;2;3;4;4;4;2;3;1;3;2;2;2;2;4;3;2;3;4;3;3;3;4;3;5;2;3;7;2;2;2;3;3;2;2;2;2;3;3;5;2;2;3;2;3;3;3;2;3;3;3;2;2;2;2;3;3;3;2;2;3;3;1;1;1;1;4;5;2;2;3;2;1;3;3;3;3;3;2;5;;12;"weiblich";"Hochschule";"";"Gartenstadt/Ost";3;"66-70";2017
1;2;3;3;2;4;2;3;2;3;1;2;3;1;3;2;2;3;2;3;3;2;3;;;2;2;4;3;3;3;1;3;2;2;3;2;;3;3;2;2;;1;3;;3;4;3;3;2;1;1;1;1;3;2;3;1;2;2;3;1;1;3;1;5;;3;1;3;1;1;1;1;3;4;3;2;5;3;12;"weiblich";"Hochschule";"Beamter/in";"Gartenstadt/Ost";3;"18-25";2017
2;4;2;3;3;2;1;2;2;3;1;2;2;2;4;3;2;2;2;2;3;3;3;3;4;3;5;3;3;3;4;3;5;1;1;1;2;2;3;5;2;2;2;2;3;3;3;3;4;3;3;2;1;3;2;1;1;3;3;2;2;3;3;2;2;1;3;4;2;2;2;1;3;2;2;3;3;3;2;5;7;12;"weiblich";"Hochschule";"";"Gartenstadt/Ost";3;"18-25";2017
2;3;3;4;2;4;1;3;1;3;1;2;1;2;4;1;1;2;2;2;;2;2;2;;2;2;2;2;2;2;2;5;2;2;2;2;3;2;6;2;2;2;2;3;;2;4;3;4;1;1;1;1;1;4;3;2;2;1;2;2;1;1;1;1;4;3;3;4;;2;1;;1;3;5;3;1;5;2;12;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"41-45";2017
3;4;3;3;2;4;4;2;3;4;3;2;2;2;5;3;2;2;3;3;3;3;3;4;4;6;4;9;3;4;2;2;6;4;3;3;3;4;3;4;2;3;3;2;3;4;3;2;3;3;3;2;3;3;3;2;2;4;3;4;3;3;1;1;1;2;2;3;;;;;;;;;;;2;5;2;12;"weiblich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"36-40";2017
3;2;2;3;3;4;2;3;2;1;;1;2;1;5;2;1;4;5;3;3;2;3;1;2;4;1;6;2;1;1;3;5;2;1;1;1;3;4;3;4;2;2;1;2;3;3;2;2;2;4;3;3;4;4;2;1;4;4;3;2;3;1;1;1;1;4;4;1;1;2;3;1;2;2;3;3;2;2;5;2;12;"weiblich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"36-40";2017
2;3;2;4;2;4;2;1;1;5;1;1;2;2;5;2;3;2;4;4;3;5;3;2;6;1;4;9;1;1;1;1;6;4;4;2;5;6;1;5;1;2;2;1;3;2;4;2;4;4;2;1;3;2;1;1;1;2;3;3;2;3;1;1;1;1;5;4;2;1;3;2;1;1;1;3;4;3;2;5;7;12;"weiblich";"Hochschule";"";"Gartenstadt/Ost";3;"18-25";2017
2;3;2;3;3;2;2;2;2;3;2;1;2;1;1;2;2;2;2;2;3;2;1;3;3;1;2;2;3;1;1;1;2;2;3;3;2;4;4;3;2;2;2;1;3;4;3;2;2;3;3;3;3;4;3;2;1;4;5;3;2;4;1;1;1;1;5;5;1;1;1;1;1;1;1;1;2;3;2;5;2;12;"weiblich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"31-35";2017
3;4;1;4;2;4;1;1;1;2;2;1;3;1;4;2;2;2;4;3;1;4;3;3;3;3;3;5;2;1;4;1;5;1;1;3;1;3;4;3;1;3;3;2;4;1;5;3;2;1;2;3;2;2;3;2;2;3;2;3;2;4;1;1;1;1;4;4;1;3;2;1;1;1;1;3;3;3;1;5;2;12;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"31-35";2017
2;3;2;3;3;2;3;2;2;2;2;2;2;2;4;4;2;2;2;2;2;2;;;;2;1;4;2;1;1;3;4;2;2;2;;3;4;4;3;2;3;3;3;3;2;2;3;3;3;2;2;3;2;2;2;3;3;3;3;3;2;2;2;2;4;4;2;2;2;2;2;2;2;3;4;3;1;5;2;12;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"46-50";2017
3;5;1;3;1;4;3;2;3;3;3;1;5;5;6;4;4;4;6;5;4;5;5;2;4;3;6;6;6;6;6;6;6;1;2;3;1;;1;2;2;6;4;2;2;5;4;;4;5;3;4;3;2;2;4;2;4;1;3;2;3;1;1;1;4;4;3;2;2;3;3;2;2;1;3;3;3;2;5;7;12;"weiblich";"Hochschule";"";"Gartenstadt/Ost";3;"31-35";2017
2;3;1;3;2;3;1;2;1;2;2;2;1;2;2;1;1;2;3;3;2;2;2;2;2;3;2;3;2;7;1;1;4;2;1;2;2;1;2;2;1;2;1;2;2;2;4;3;4;3;2;3;2;3;2;2;2;2;3;3;2;2;2;2;3;1;3;3;3;2;2;1;1;2;1;3;3;3;1;5;2;12;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"41-45";2017
3;3;3;3;5;3;2;3;2;3;2;2;2;4;6;3;3;2;2;2;2;2;1;2;2;3;4;;5;4;4;4;6;3;3;3;4;4;6;5;5;3;5;3;3;4;2;1;2;2;3;3;3;3;3;2;2;3;4;3;5;5;4;4;3;3;2;2;3;3;3;3;3;3;3;3;4;4;2;5;3;12;"weiblich";"Hochschule";"Beamter/in";"Gartenstadt/Ost";3;"31-35";2017
3;4;1;4;2;4;4;1;3;3;3;1;3;1;3;4;3;5;5;4;1;3;3;3;3;7;3;7;3;4;5;4;5;5;2;2;4;3;2;5;4;3;3;3;3;3;4;2;3;3;3;2;2;2;2;2;2;3;3;3;3;3;1;1;1;1;4;2;2;2;3;2;1;3;1;3;1;2;2;5;7;12;"weiblich";"Hochschule";"";"Gartenstadt/Ost";3;"18-25";2017
1;2;2;4;1;3;3;2;2;2;1;2;1;1;3;;1;;;;;2;;;;2;2;3;3;1;1;2;3;1;1;1;;3;1;;2;1;;2;;;5;5;2;3;3;1;1;1;2;4;3;3;;1;1;3;1;1;1;1;5;5;1;1;2;1;1;1;1;;3;;2;5;2;12;"weiblich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"26-30";2017
1;4;2;4;2;5;4;2;2;3;1;2;3;6;2;2;2;3;4;4;4;5;5;5;4;4;3;2;;3;3;3;5;4;3;2;3;3;3;4;2;3;5;4;4;4;4;4;4;4;3;4;3;3;3;1;2;4;4;4;4;4;1;1;1;2;4;4;2;4;2;3;1;1;1;4;3;3;1;5;3;12;"maennlich";"Hochschule";"Beamter/in";"Gartenstadt/Ost";3;"51-55";2017
3;2;2;3;1;3;3;2;1;4;2;2;3;2;4;2;2;2;;3;;;3;;;2;3;4;1;6;5;3;6;4;3;1;3;2;1;6;4;3;;3;3;;4;4;4;4;3;3;3;2;2;4;2;2;3;2;2;3;1;2;2;1;4;4;2;;;;1;2;1;;4;4;2;5;2;12;"weiblich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"31-35";2017
1;3;2;3;2;3;2;2;2;3;2;3;3;1;3;3;2;3;3;3;2;3;2;2;2;4;;;;;;;3;5;4;3;2;4;3;3;2;3;;;2;;4;4;4;4;2;3;2;3;2;3;2;2;2;2;2;3;1;1;2;1;3;3;1;1;;1;1;1;1;2;3;3;2;5;;12;"weiblich";"Hochschule";"";"Gartenstadt/Ost";3;"36-40";2017
1;2;1;2;2;1;1;2;2;3;1;3;2;2;4;2;1;3;3;3;2;2;3;4;3;2;1;3;1;3;3;2;5;2;1;2;3;3;1;3;2;2;1;2;4;3;4;4;4;4;2;1;1;1;1;3;2;3;1;2;2;1;1;1;1;1;3;4;2;1;2;1;1;3;1;3;4;3;1;5;3;12;"maennlich";"Hochschule";"Beamter/in";"Gartenstadt/Ost";3;"41-45";2017
